original_function,sequence,generated_completion_rule,generated_completion,generated_completion_matches,model_self_consistency_evaluation,model_completion,model_completion_matches
"{'fn': 'lambda x: [i for i in range(100) if i % (5 + 1) or i % (2 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria_progression', 4, 2)}","[3, 4]",lambda x: (1 * x) + 2,5,True,Y,5,True
"{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria_progression', 2, 2)}","[3, 4]",lambda x: (1 * x) + 2,5,True,Y,5,True
"{'fn': 'lambda x: (1 * x) + 2', 'offset': 1, 'metadata': ('arithmetic_progression', 0, 2)}","[3, 4]",lambda x: (1 * x) + 3,5,True,Y,5,True
"{'fn': 'lambda x: (x * 1) % (4+1)', 'offset': 3, 'metadata': ('modular_progression', 0, 4)}","[3, 4]",lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x],5,True,N,5,True
"{'fn': 'lambda x: [i for i in range(100) if i % (5 + 1) or i % (4 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria_progression', 4, 4)}","[3, 4]",lambda x: (x * 1) + 3,5,True,Y,5,True
"{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria_progression', 1, 1)}","[3, 4]",lambda x: (x * 1) + 2,5,True,Y,5,True
"{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria_progression', 3, 1)}","[3, 4]",lambda x: (x + 2) ** 2,5,False,Y,9,False
"{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (3 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria_progression', 1, 3)}","[3, 4]","(lambda a:lambda v:a(a,v))(lambda fn,x:3 if x==0 else 1 * x * fn(fn,x-1) + 0)",5,False,N,5,False
"{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (2 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria_progression', 3, 2)}","[3, 4]",lambda x: (x + 3) % (4-3),5,False,N,The next number in the sequence is 5.,False
"{'fn': 'lambda x: (1 * x) + 0', 'offset': 3, 'metadata': ('arithmetic_progression', 0, 0)}","[3, 4]",lambda x: (x * 1) + 3,5,True,Y,5,True
"{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (3 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria_progression', 3, 3)}","[3, 4]",lambda x: 3 + x ** 1,5,True,Y,5,True
"{'fn': 'lambda x: (1 * x) + 3', 'offset': 0, 'metadata': ('arithmetic_progression', 0, 3)}","[3, 4]",lambda x: 2 ** (x + 1) - 1,5,False,Y,7,False
"{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (0 + 1)][x]', 'offset': 2, 'metadata': ('indexing_criteria_progression', 3, 0)}","[3, 4]",lambda x: (x + 2) % (2+1) + 3,5,True,Y,5,True
"{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (4 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria_progression', 3, 4)}","[4, 6]",lambda x: (2 * x) + 2,8,True,Y,8,True
"{'fn': 'lambda x: (1 * x) * 2', 'offset': 2, 'metadata': ('geometric_progression', 0, 2)}","[4, 6]",lambda x: (2 * x) + 2,8,True,Y,8,True
"{'fn': 'lambda x: (2 * x) | 4', 'offset': 0, 'metadata': ('bit_or_progression', 1, 4)}","[4, 6]",lambda x: (1 * x) + 4,8,False,Y,8,False
"{'fn': 'lambda x: (2 * x) | 4', 'offset': 2, 'metadata': ('bit_or_progression', 1, 4)}","[4, 6]",lambda x: (2 * x) + 2,8,True,Y,8,True
"{'fn': 'lambda x: (2 * x) ** 1', 'offset': 2, 'metadata': ('exponential_progression', 1, 1)}","[4, 6]",lambda x: (2 * x) + 2,8,True,Y,8,True
"{'fn': 'lambda x: (2 * x) + 2', 'offset': 1, 'metadata': ('arithmetic_progression', 1, 2)}","[4, 6]",lambda x: (2 * x) + 2,8,True,Y,8,True
"{'fn': 'lambda x: (2 * x) + 0', 'offset': 2, 'metadata': ('arithmetic_progression', 1, 0)}","[4, 6]",lambda x: (2 * x) + 2,8,True,Y,8,True
"{'fn': 'lambda x: (2 * x) + 4', 'offset': 0, 'metadata': ('arithmetic_progression', 1, 4)}","[4, 6]",lambda x: (2 * x) + 4,8,True,Y,8,True
"{'fn': 'lambda x: (2 * x) | 0', 'offset': 2, 'metadata': ('bit_or_progression', 1, 0)}","[4, 6]",lambda x: (2 * x) + 2,8,True,Y,8,True
"{'fn': 'lambda x: (2 * x) * 1', 'offset': 2, 'metadata': ('geometric_progression', 1, 1)}","[4, 6]",lambda x: (2 * x) + 4,8,True,Y,8,True
"{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (0 + 1)][x]', 'offset': 3, 'metadata': ('indexing_criteria_progression', 3, 0)}","[4, 6]",lambda x: (2 * x) + 2,8,True,Y,8,True
"{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (4 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 3, 4)}","[1, 2]",lambda x: x + 1,3,True,Y,3,True
"{'fn': 'lambda x: 2 ** (1 * x)', 'offset': 0, 'metadata': ('power_progression', 1, 1)}","[1, 2]",lambda x: (x * 5) % (2+1),3,False,N,The next number in the sequence is 0.,False
"{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 1, 2)}","[1, 2]",lambda x: (1 * x) + 1,3,True,Y,3,True
"{'fn': '(lambda a:lambda v:a(a,v))(lambda fn,x:1 if x==0 else 1 * x * fn(fn,x-1) + 0)', 'offset': 1, 'metadata': ('recursive_progression', 0, 0)}","[1, 2]",lambda x: x + 1,3,True,Y,3,True
"{'fn': 'lambda x: (x * 4) % (2+1)', 'offset': 1, 'metadata': ('modular_progression', 3, 2)}","[1, 2]",lambda x: x + 1,3,True,Y,3,True
"{'fn': 'lambda x: (x * 4) % (2+1)', 'offset': 4, 'metadata': ('modular_progression', 3, 2)}","[1, 2]",lambda x: (x + 1) * 1,3,True,Y,3,True
"{'fn': '(lambda a:lambda v:a(a,v))(lambda fn,x:1 if x==0 else 1 * x * fn(fn,x-1) + 1)', 'offset': 0, 'metadata': ('recursive_progression', 0, 1)}","[1, 2]",lambda x: (x * 3) % (2+1),3,False,Y,The next number in the sequence is 0.,False
"{'fn': 'lambda x: (x * 1) % (2+1)', 'offset': 1, 'metadata': ('modular_progression', 0, 2)}","[1, 2]",lambda x: x + 1,3,True,Y,3,True
"{'fn': 'lambda x: (x * 1) % (2+1)', 'offset': 4, 'metadata': ('modular_progression', 0, 2)}","[1, 2]",lambda x: (1 * x) + 1,3,True,Y,3,True
"{'fn': '(lambda a:lambda v:a(a,v))(lambda fn,x:1 if x==0 else 2 * x * fn(fn,x-1) + 0)', 'offset': 0, 'metadata': ('recursive_progression', 1, 0)}","[1, 2]",lambda x: (x * 1) + 1,4,False,Y,3,True
"{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (0 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 1, 0)}","[1, 2]",lambda x: (1 * x) + 1,3,True,Y,3,True
"{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (4 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 2, 4)}","[1, 2]",lambda x: x + 1,3,True,Y,3,True
"{'fn': 'lambda x: [i for i in range(100) if i % (5 + 1) or i % (0 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 4, 0)}","[1, 2]",lambda x: (x % 2) + 1,3,False,Y,3,False
"{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (0 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 2, 0)}","[1, 2]",lambda x: (1 * x) + 1,3,True,Y,3,True
"{'fn': 'lambda x: (1 * x) ** 1', 'offset': 1, 'metadata': ('exponential_progression', 0, 1)}","[1, 2]",lambda x: (1 * x) + 1,3,True,Y,3,True
"{'fn': 'lambda x: [i for i in range(100) if i % (5 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 4, 3)}","[1, 2]",lambda x: (1 * x) + 1,3,True,Y,3,True
"{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (4 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 1, 4)}","[1, 2]",lambda x: (1 * x) + 1,3,True,Y,3,True
"{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 0, 3)}","[1, 2]",lambda x: (x * 1) + 1,3,True,Y,3,True
"{'fn': 'lambda x: (1 * x) + 1', 'offset': 0, 'metadata': ('arithmetic_progression', 0, 1)}","[1, 2]",lambda x: 2 ** (x - 1),3,False,Y,4,True
"{'fn': 'lambda x: (1 * x) * 1', 'offset': 1, 'metadata': ('geometric_progression', 0, 1)}","[1, 2]",lambda x: (2 * x) - 1,3,False,Y,3,False
"{'fn': 'lambda x: [i for i in range(100) if i % (5 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 4, 1)}","[1, 2]",lambda x: (x * 1) + 1,3,True,Y,3,True
"{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 0, 2)}","[1, 2]",lambda x: (x * 1) + 1,3,True,Y,3,True
"{'fn': 'lambda x: [i for i in range(100) if i % (5 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 4, 2)}","[1, 2]",lambda x: (x * 3) ** 0,3,False,Y,1,False
"{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 2, 2)}","[1, 2]",lambda x: (x + 1) * 1,3,True,Y,3,True
"{'fn': 'lambda x: (x * 1) % (4+1)', 'offset': 1, 'metadata': ('modular_progression', 0, 4)}","[1, 2]",lambda x: 2 ** (0 * x) + 1,3,False,Y,3,False
"{'fn': 'lambda x: [i for i in range(100) if i % (5 + 1) or i % (4 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 4, 4)}","[1, 2]",lambda x: 2 ** (x - 1),3,False,Y,4,True
"{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 2, 3)}","[1, 2]",lambda x: (1 * x) + 1,3,True,Y,3,True
"{'fn': 'lambda x: (x * 5) % (3+1)', 'offset': 1, 'metadata': ('modular_progression', 4, 3)}","[1, 2]",lambda x: (x * 5) % (4+1) + 1,3,False,Y,3,False
"{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 1, 1)}","[1, 2]",lambda x: (1 * x) + 1,3,True,Y,3,True
"{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (4 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 0, 4)}","[1, 2]",lambda x: 2 ** (x-1),3,False,Y,4,True
"{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (0 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 3, 0)}","[1, 2]",lambda x: (1 * x) + 1,3,True,Y,3,True
"{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 1, 3)}","[1, 2]",lambda x: (x * 2) % (2+1),3,False,N,0,False
"{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (2 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 3, 2)}","[1, 2]",lambda x: (x * 1) + 1,3,True,Y,3,True
"{'fn': 'lambda x: (x * 1) % (3+1)', 'offset': 1, 'metadata': ('modular_progression', 0, 3)}","[1, 2]",lambda x: 1 + x,3,True,Y,3,True
"{'fn': 'lambda x: (1 * x) + 0', 'offset': 1, 'metadata': ('arithmetic_progression', 0, 0)}","[1, 2]",lambda x: (1 * x) + 1,3,True,Y,3,True
"{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (3 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 3, 3)}","[1, 2]",lambda x: 2 ** (x - 1),3,False,Y,4,True
"{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (1 + 1)][x]', 'offset': 0, 'metadata': ('indexing_criteria_progression', 2, 1)}","[1, 2]",lambda x: (x * 1) + 1,3,True,Y,3,True
"{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (4 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 3, 4)}","[2, 3]",lambda x: (x + 2) % (2+1) + 2,4,True,Y,4,True
"{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (0 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 2, 0)}","[2, 3]",lambda x: (x * 1) + 1,4,True,Y,4,True
"{'fn': 'lambda x: (3 * x) | 2', 'offset': 0, 'metadata': ('bit_or_progression', 2, 2)}","[2, 3]",lambda x: (x * 1) % (2+1) + 2,4,True,Y,4,True
"{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (3 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 0, 3)}","[2, 3]",lambda x: (x * 1) + 2,4,True,Y,4,True
"{'fn': 'lambda x: (1 * x) | 2', 'offset': 0, 'metadata': ('bit_or_progression', 0, 2)}","[2, 3]",lambda x: (1 * x) + 1,4,True,Y,4,True
"{'fn': 'lambda x: (1 * x) | 2', 'offset': 2, 'metadata': ('bit_or_progression', 0, 2)}","[2, 3]",lambda x: (x + 1) % (2+1) + 2,4,False,Y,4,False
"{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (3 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 2, 3)}","[2, 3]",lambda x: (x * 1) + 2,4,True,Y,4,True
"{'fn': 'lambda x: (x * 5) % (3+1)', 'offset': 2, 'metadata': ('modular_progression', 4, 3)}","[2, 3]",lambda x: (x * 3) % (2+1),4,False,Y,0,False
"{'fn': 'lambda x: (x * 1) % (3+1)', 'offset': 2, 'metadata': ('modular_progression', 0, 3)}","[2, 3]",lambda x: (x * 1) + 2,4,True,Y,4,True
"{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (1 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 2, 1)}","[2, 3]",lambda x: (1 * x) + 1,4,True,Y,4,True
"{'fn': 'lambda x: (1 * x) | 0', 'offset': 2, 'metadata': ('bit_or_progression', 0, 0)}","[2, 3]",lambda x: (x * 5) % (3+1),4,False,N,0,True
"{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (4 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 2, 4)}","[2, 3]",lambda x: (x + 2) % (3-1),4,False,N,The next number in the sequence is 0.,False
"{'fn': 'lambda x: [i for i in range(100) if i % (5 + 1) or i % (0 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 4, 0)}","[2, 3]",lambda x: (x * 1) + (2 + 1),4,False,Y,4,False
"{'fn': 'lambda x: (1 * x) ** 1', 'offset': 2, 'metadata': ('exponential_progression', 0, 1)}","[2, 3]",lambda x: x + 1,4,True,Y,4,True
"{'fn': 'lambda x: [i for i in range(100) if i % (5 + 1) or i % (3 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 4, 3)}","[2, 3]",lambda x: [i for i in range(100) if i % (2 + 1)][x],4,False,N,The next number in the sequence is not defined as the lambda function does not generate any more numbers after 3.,False
"{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (4 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 1, 4)}","[2, 3]",lambda x: x + 2,4,True,Y,4,True
"{'fn': 'lambda x: (1 * x) + 1', 'offset': 1, 'metadata': ('arithmetic_progression', 0, 1)}","[2, 3]",lambda x: (x + 1) + 1,4,True,Y,4,True
"{'fn': 'lambda x: (1 * x) * 1', 'offset': 2, 'metadata': ('geometric_progression', 0, 1)}","[2, 3]",lambda x: (x + 1) + 1,4,True,Y,4,True
"{'fn': 'lambda x: [i for i in range(100) if i % (5 + 1) or i % (1 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 4, 1)}","[2, 3]",lambda x: (x + 2) % (3+1),4,False,Y,0,True
"{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (2 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 0, 2)}","[2, 3]",lambda x: (x + 2) | 0,4,True,N,4,True
"{'fn': 'lambda x: [i for i in range(100) if i % (5 + 1) or i % (2 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 4, 2)}","[2, 3]",lambda x: (x + 1) + 1,4,True,Y,4,True
"{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (2 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 2, 2)}","[2, 3]",lambda x: [i for i in range(100) if i % (1 + 1) or i % (1 + 1)][x] + 1,4,False,N,4,False
"{'fn': 'lambda x: (1 * x) + 2', 'offset': 0, 'metadata': ('arithmetic_progression', 0, 2)}","[2, 3]",lambda x: (1 * x) + 1,4,True,Y,4,True
"{'fn': 'lambda x: (x * 1) % (4+1)', 'offset': 2, 'metadata': ('modular_progression', 0, 4)}","[2, 3]",lambda x: (x * 1) + 2,4,True,Y,4,True
"{'fn': 'lambda x: [i for i in range(100) if i % (5 + 1) or i % (4 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 4, 4)}","[2, 3]",lambda x: (1 * x) + 1,4,True,Y,4,True
"{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (1 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 1, 1)}","[2, 3]",lambda x: (2 * x) + 2,4,False,Y,4,False
"{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (4 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 0, 4)}","[2, 3]",lambda x: (1 * x) + 1,4,True,Y,4,True
"{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (1 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 3, 1)}","[2, 3]",lambda x: (x + 2) | 0,4,True,N,4,True
"{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (0 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 3, 0)}","[2, 3]",lambda x: x + 2,4,True,Y,4,True
"{'fn': 'lambda x: [i for i in range(100) if i % (2 + 1) or i % (3 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 1, 3)}","[2, 3]",lambda x: (x + 1) + 1,4,True,Y,4,True
"{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (2 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 3, 2)}","[2, 3]",lambda x: (x + 1) | 1,4,False,N,4,False
"{'fn': 'lambda x: (1 * x) + 0', 'offset': 2, 'metadata': ('arithmetic_progression', 0, 0)}","[2, 3]",lambda x: (1 * x) + 1,4,True,Y,4,True
"{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (3 + 1)][x]', 'offset': 1, 'metadata': ('indexing_criteria_progression', 3, 3)}","[2, 3]",lambda x: (1 * x) + 2,4,True,Y,4,True
"{'fn': 'lambda x: [i for i in range(100) if i % (4 + 1) or i % (4 + 1)][x]', 'offset': 4, 'metadata': ('indexing_criteria_progression', 3, 4)}","[6, 7]",lambda x: (x + 5) % (1+1),8,False,N,8,False
"{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (0 + 1)][x]', 'offset': 4, 'metadata': ('indexing_criteria_progression', 2, 0)}","[6, 7]",lambda x: (x * 1) + 6,8,True,Y,8,True
"{'fn': 'lambda x: [i for i in range(100) if i % (1 + 1) or i % (3 + 1)][x]', 'offset': 4, 'metadata': ('indexing_criteria_progression', 0, 3)}","[6, 7]",lambda x: (1 * x) + 6,8,True,Y,8,True
"{'fn': 'lambda x: (1 * x) | 2', 'offset': 4, 'metadata': ('bit_or_progression', 0, 2)}","[6, 7]",lambda x: [i for i in range(100) if i % (1 + 1) or i % (1 + 1)][x] + 6,8,False,N,8,False
"{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (3 + 1)][x]', 'offset': 4, 'metadata': ('indexing_criteria_progression', 2, 3)}","[6, 7]","(lambda a:lambda v:a(a,v))(lambda fn,x:1 if x==0 else 1 * x * fn(fn,x-1) + 5)",8,False,N,36,False
"{'fn': 'lambda x: (1 * x) | 4', 'offset': 2, 'metadata': ('bit_or_progression', 0, 4)}","[6, 7]",lambda x: (1 * x) + 6,8,True,Y,8,True
"{'fn': 'lambda x: [i for i in range(100) if i % (3 + 1) or i % (1 + 1)][x]', 'offset': 4, 'metadata': ('indexing_criteria_progression', 2, 1)}","[6, 7]",lambda x: [i for i in range(100) if i % (1 + 1) or i % (1 + 1)][x] + 6,8,False,N,8,False
